name,player_id
Harrison Barnes,barneha02
Austin Rivers,riverau01
Andre Drummond,drumman01
Jae Crowder,crowdja01
Will Barton,bartowi01
Andrew Nicholson,nichoan01
Alexey Shved,shvedal01
Pablo Prigioni,prigipa01
Thomas Robinson,robinth01
DeQuan Jones,jonesde01
Terrence Ross,rosste01
Bernard James,jamesbe01
John Henson,hensojo01
Maurice Harkless,harklma01
Brian Roberts,roberbr01
Darius Miller,milleda01
Kent Bazemore,bazemke01
Jeffery Taylor,tayloje03
Marquis Teague,teaguma01
Quincy Acy,acyqu01
Evan Fournier,fournev01
Terrence Jones,joneste01
Draymond Green,greendr01
James White,whiteja02
Maalik Wayns,waynsma01
Doron Lamb,lambdo01
Nando De Colo,decolna01
Joel Freeland,freeljo01
Kyle O'Quinn,oquinky01
Chris Copeland,copelch01
Mirza Teletović,teletmi01
Victor Claver,clavevi01
Ben Hansbrough,hansbbe01
Robert Sacre,sacrero01
Mike Scott,scottmi01
John Jenkins,jenkijo01
Tyshawn Taylor,tayloty01
Kevin Jones,joneske01
Tony Wroten,wroteto01
Patrick Beverley,beverpa01
Orlando Johnson,johnsor01
Mickaël Gelabale,gelabmi01
Chris Johnson,johnsch04
Aron Baynes,baynear01
Arnett Moultrie,moultar01
Kendall Marshall,marshke01
Perry Jones,jonespe01
Viacheslav Kravtsov,kravtvi01
Khris Middleton,middlkh01
Donatas Motiejūnas,motiedo01
Jeremy Lamb,lambje01
Diante Garrett,garredi02
Henry Sims,simshe01
Malcolm Thomas,thomama01
Justin Holiday,holidju01
Tornike Shengelia,shengto01
Victor Oladipo,oladivi01
Dennis Schröder,schrode01
Kentavious Caldwell-Pope,caldwke01
Arinze Onuaku,onuakar01
Nate Wolters,woltena01
Michael Carter-Williams,cartemi01
Miles Plumlee,plumlmi01
Alex Len,lenal01
Vítor Faverani,favervi01
Tim Hardaway,hardati02
Cody Zeller,zelleco01
Gal Mekel,mekelga01
Steven Adams,adamsst01
Dionte Christmas,chrisdi01
Ian Clark,clarkia01
Ben McLemore,mclembe01
Anthony Bennett,bennean01
Kelly Olynyk,olynyke01
Hollis Thompson,thompho01
Rudy Gobert,goberru01
Gorgui Dieng,dienggo01
Pero Antić,anticpe01
Nick Calathes,calatni01
Phil Pressey,pressph01
Archie Goodwin,goodwar01
Luigi Datome,datomlu01
Jeff Withey,witheje01
Giannis Antetokounmpo,antetgi01
Robbie Hummel,hummero01
Sergey Karasev,karasse01
Glen Rice,ricegl02
Miroslav Raduljica,radulmi01
Mason Plumlee,plumlma01
Matthew Dellavedova,dellama01
Shane Larkin,larkish01
Brandon Davies,daviebr01
Nemanja Nedović,nedovne01
Trey Burke,burketr01
Tony Snell,snellto01
Dwight Buycks,buyckdw01
Reggie Bullock,bullore01
Lorenzo Brown,brownlo01
Jamaal Franklin,frankja01
Tony Mitchell,mitchto02
Andre Roberson,roberan03
Toure' Murry,murryto01
Quincy Miller,millequ01
Ryan Kelly,kellyry01
CJ McCollum,mccolcj01
Dewayne Dedmon,dedmode01
Otto Porter,porteot01
Greg Oden,odengr01
Shabazz Muhammad,muhamsh01
Ray McCallum,mccalra01
Jarvis Varnado,varnaja01
Mike Muscala,muscami01
Solomon Hill,hillso01
James Nunnally,nunnaja01
Jorge Gutiérrez,gutiejo01
Casper Ware,wareca01
Isaiah Canaan,canaais01
Peyton Siva,sivape01
Chris Babb,babbch01
Jared Cunningham,cunnija01
James Southerland,southja01
Ognjen Kuzmić,kuzmiog01
Troy Daniels,danietr01
Allen Crabbe,crabbal01
Kostas Papanikolaou,papanko01
Jordan Clarkson,clarkjo01
Elfrid Payton,paytoel01
Aaron Gordon,gordoaa01
Marcus Smart,smartma01
Bojan Bogdanovic,bogdabo02
Jabari Parker,parkeja01
Jusuf Nurkić,nurkiju01
Nerlens Noel,noelne01
Andrew Wiggins,wiggian01
Doug McDermott,mcderdo01
Nik Stauskas,stausni01
Rodney Hood,hoodro01
Damjan Rudež,rudezda01
K.J. McDaniels,mcdankj01
Nikola Mirotić,mirotni01
Shabazz Napier,napiesh01
Dante Exum,exumda01
Justin Hamilton,hamilju01
P.J. Hairston,hairspj02
Kyle Anderson,anderky01
Cleanthony Early,earlycl01
JaKarr Sampson,sampsja02
Zach LaVine,lavinza01
Joe Ingles,inglejo01
Tarik Black,blackta01
Joe Harris,harrijo01
Gary Harris,harriga01
Travis Wear,weartr01
James Ennis,ennisja01
T.J. Warren,warretj01
Robert Covington,covinro01
Jordan Adams,adamsjo01
Will Cherry,cherrwi01
Spencer Dinwiddie,dinwisp01
Tyler Ennis,ennisty01
Nick Johnson,johnsni01
Jarnell Stokes,stokeja01
Cory Jefferson,jeffeco01
Glenn Robinson,robingl02
Jerami Grant,grantje01
Erick Green,greener01
Furkan Aldemir,aldemfu01
Johnny O'Bryant,obryajo01
James Young,youngja01
Elijah Millsap,millsel01
Langston Galloway,gallola01
Devyn Marble,marblde01
Larry Drew,drewla02
Dwight Powell,poweldw01
JaMychal Green,greenja01
Tyler Johnson,johnsty01
Noah Vonleh,vonleno01
Tim Frazier,fraziti01
Markel Brown,brownma02
Mitch McGary,mcgarmi01
Joffrey Lauvergne,lauvejo01
Adreian Payne,paynead01
James Michael McAdoo,mcadoja01
Jabari Brown,brownja01
Sean Kilpatrick,kilpase01
Ricky Ledo,ledori01
Clint Capela,capelca01
Bryce Cotton,cottobr01
Russ Smith,smithru01
Vander Blue,blueva01
Jack Cooley,cooleja01
David Stockton,stockda01
Zoran Dragić,dragizo01
Stanley Johnson,johnsst04
Rondae Hollis-Jefferson,holliro01
Jahlil Okafor,okafoja01
T.J. McConnell,mccontj01
Raul Neto,netora01
Emmanuel Mudiay,mudiaem01
Julius Randle,randlju01
Karl-Anthony Towns,townska01
Nemanja Bjelica,bjeline01
Justise Winslow,winslju01
Kristaps Porziņģis,porzikr01
Jerian Grant,grantje02
Rashad Vaughn,vaughra01
Mario Hezonja,hezonma01
Devin Booker,bookede01
Myles Turner,turnemy01
Justin Anderson,anderju01
Lamar Patterson,pattela01
Nikola Jokić,jokicni01
Montrezl Harrell,harremo01
Willie Cauley-Stein,caulewi01
D'Angelo Russell,russeda01
Frank Kaminsky,kaminfr01
Bobby Portis,portibo01
Richaun Holmes,holmeri01
Christian Wood,woodch01
R.J. Hunter,hunterj01
Kelly Oubre,oubreke01
Marcelo Huertas,huertma01
Larry Nance,nancela02
Josh Richardson,richajo01
Trey Lyles,lylestr01
Jonathon Simmons,simmojo02
Seth Curry,curryse01
Willie Reed,reedwi02
Lucas Nogueira,noguelu01
Boban Marjanović,marjabo01
Cameron Payne,payneca01
Anthony Brown,brownan02
Tyus Jones,jonesty01
Jarell Eddie,eddieja01
Edy Tavares,tavarwa01
Tibor Pleiß,pleisti01
Joe Young,youngjo01
Darrun Hilliard,hillida01
Salah Mejri,mejrisa01
Bryce Dejean-Jones,dejeabr01
Jordan McRae,mcraejo01
Cameron Bairstow,bairsca01
Cristiano Felício,feliccr01
Delon Wright,wrighde01
Norman Powell,powelno01
Jarell Martin,martija01
Axel Toupane,toupaax01
Terry Rozier,roziete01
Briante Weber,weberbr01
Alex Stepheson,stephal01
Damien Inglis,inglida01
Chris McCullough,mcculch01
Xavier Munford,munfoxa02
C.J. Wilcox,wilcocj01
Josh Huestis,huestjo01
Alan Williams,willial03
Sasha Kaun,kaunsa01
Duje Dukan,dukandu01
Patrick McCaw,mccawpa01
Jaylen Brown,brownja02
Wade Baldwin,baldwwa01
Kris Dunn,dunnkr01
Malcolm Brogdon,brogdma01
Buddy Hield,hieldbu01
Joel Embiid,embiijo01
Domantas Sabonis,sabondo01
Marquese Chriss,chrisma01
Dragan Bender,bendedr01
Pascal Siakam,siakapa01
Sheldon Mac,mcclesh01
Rodney McGruder,mcgruro01
Kevon Looney,looneke01
Jakob Pöltl,poeltja01
Malcolm Delaney,delanma01
Sam Dekker,dekkesa01
Andrew Harrison,harrian01
Brandon Ingram,ingrabr01
Semaj Christon,chrisse01
Tyler Ulis,ulisty01
Deyonta Davis,davisde01
Troy Williams,willitr02
Dario Šarić,saricda01
Jake Layman,laymaja01
Isaiah Whitehead,whiteis01
Ron Baker,bakerro01
Tomáš Satoranský,satorto01
Jamal Murray,murraja01
Nicolás Laprovíttola,laproni01
Demetrius Jackson,jacksde01
Dorian Finney-Smith,finnedo01
Nicolás Brussino,brussni01
A.J. Hammons,hammoaj01
Willy Hernangomez,hernawi01
Juan Hernangómez,hernaju01
Malik Beasley,beaslma01
Álex Abrines,abrinal01
Yogi Ferrell,ferreyo01
Taurean Waller-Prince,princta02
Kay Felder,feldeka01
Davis Bertans,bertada01
Mindaugas Kuzminskas,kuzmimi01
Jonathan Gibson,gibsojo01
Denzel Valentine,valende01
Dejounte Murray,murrade01
Tim Quarterman,quartti01
Caris LeVert,leverca01
Cheick Diallo,diallch01
Henry Ellenson,ellenhe01
Fred VanVleet,vanvlfr01
DeAndre' Bembry,bembrde01
Malachi Richardson,richama01
Paul Zipser,zipsepa01
Ivica Zubac,zubaciv01
Timothé Luwawu-Cabarrot,luwawti01
Pierre Jackson,jackspi01
Okaro White,whiteok01
Chasson Randle,randlch01
Thon Maker,makerth01
Pat Connaughton,connapa01
Skal Labissière,labissk01
Rakeem Christmas,chrisra01
Quinn Cook,cookqu01
Shawn Long,longsh01
Stephen Zimmerman,zimmest01
Damian Jones,jonesda03
David Nwaba,nwabada01
Wayne Selden,seldewa01
Georgios Papagiannis,papagge01
Derrick Jones,jonesde02
Maurice Ndour,ndourma01
Gary Payton,paytoga02
Alex Poythress,poythal01
Marcus Georges-Hunt,georgma01
Bryn Forbes,forbebr01
Jarrod Uthoff,uthofja01
Treveon Graham,grahatr01
Bruno Caboclo,cabocbr01
Daniel Ochefu,ochefda01
Marshall Plumlee,plumlma02
Jayson Tatum,tatumja01
Daniel Theis,theisda01
Dennis Smith,smithde03
John Collins,collijo01
Dwayne Bacon,bacondw01
Dillon Brooks,brookdi01
Jonathan Isaac,isaacjo01
Mike James,jamesmi02
Caleb Swanigan,swanica01
Josh Jackson,jacksjo02
De'Aaron Fox,foxde01
Donovan Mitchell,mitchdo01
Ben Simmons,simmobe01
Markelle Fultz,fultzma01
Lonzo Ball,balllo01
Miloš Teodosić,teodomi01
Kyle Kuzma,kuzmaky01
Lauri Markkanen,markkla01
Malik Monk,monkma01
T.J. Leaf,leaftj01
Luke Kennard,kennalu01
Ante Žižić,zizican01
Gian Clavell,clavegi01
Maxi Kleber,klebima01
OG Anunoby,anunoog01
Jordan Bell,belljo01
Bogdan Bogdanović,bogdabo01
Bam Adebayo,adebaba01
Brandon Paul,paulbr01
Isaiah Taylor,taylois01
Josh Hart,hartjo01
Frank Ntilikina,ntilila01
Frank Mason,masonfr01
Abdel Nader,naderab01
Damyean Dotson,dotsoda01
Eric Moreland,moreler01
Semi Ojeleye,ojelese01
Jacob Wiley,wileyja01
Justin Jackson,jacksju01
Sindarius Thornwell,thornsi01
Dakari Johnson,johnsda04
Jawun Evans,evansja01
Tyler Cavanaugh,cavanty01
Antonio Blakeney,blakean01
Royce O'Neale,onealro01
Jarrett Allen,allenja01
Josh Magette,magetjo01
Zhou Qi,qizh01
Terrance Ferguson,fergute01
C.J. Williams,willicj01
Jamil Wilson,wilsoja02
Derrick White,whitede01
Guerschon Yabusele,yabusgu01
Wes Iwundu,iwundwe01
Zach Collins,colliza01
Antonius Cleveland,clevean01
Jalen Jones,jonesja04
Torrey Craig,craigto01
Cedi Osman,osmande01
Sterling Brown,brownst02
Jordan Mickey,mickejo01
Kobi Simmons,simmoko01
Derrick Walton,waltode01
Ike Anigbogu,anigbik01
Tyler Dorsey,dorsety01
Danuel House,houseda01
Tyrone Wallace,wallaty01
Milton Doyle,doylemi01
Khem Birch,birchkh01
Ivan Rabb,rabbiv01
Alex Caruso,carusal01
Kyle Collinsworth,colliky01
Myke Henry,henrymy01
Josh Gray,grayjo01
Daniel Hamilton,hamilda02
Luke Kornet,kornelu01
Monte Morris,morrimo01
Andrew White,whitean01
Shaquille Harrison,harrish01
Brice Johnson,johnsbr02
Xavier Rathan-Mayes,rathaxa01
Alec Peters,peteral01
Jaylen Morris,morrija01
Davon Reed,reedda01
John Holland,hollajo02
Matt Costello,costema01
Damion Lee,leeda03
Malcolm Miller,millema01
Johnathan Motley,motlejo01
Isaiah Hicks,hicksis01
Mangok Mathiang,mathima01
Rodney Purvis,purviro01
Aaron Harrison,harriaa01
Jamel Artis,artisja01
Nigel Hayes,hayesni01
Jabari Bird,birdja01
Ryan Arcidiacono,arcidry01
Andre Ingram,ingraan01
London Perrantes,perralo01
Thomas Bryant,bryanth01
Omari Johnson,johnsom01
Aaron Jackson,jacksaa01
Donte DiVincenzo,divindo01
Jaren Jackson,jacksja02
Shai Gilgeous-Alexander,gilgesh01
Trae Young,youngtr01
Allonzo Trier,trieral01
Omari Spellman,spellom01
Mo Bamba,bambamo01
Deandre Ayton,aytonde01
Luka Dončić,doncilu01
Marvin Bagley,baglema01
Landry Shamet,shamela01
Wendell Carter,cartewe01
Kevin Knox,knoxke01
Rodions Kurucs,kurucro01
Collin Sexton,sextoco01
Miles Bridges,bridgmi02
Isaiah Briscoe,briscis01
Georges Niang,niangge01
Josh Okogie,okogijo01
Mikal Bridges,bridgmi01
Kevin Huerter,huertke01
Harry Giles,gilesha01
Hamidou Diallo,diallha01
Alfonzo McKinnie,mckinal01
Johnathan Williams,willijo04
Mitchell Robinson,robinmi01
Jalen Brunson,brunsja01
Bruce Brown,brownbr01
Elie Okobo,okoboel01
Frank Jackson,jacksfr01
Gary Clark,clarkga01
Chandler Hutchison,hutchch01
De'Anthony Melton,meltode01
Isaiah Hartenstein,harteis01
Grayson Allen,allengr01
Troy Brown,browntr01
Jared Terrell,terreja01
Furkan Korkmaz,korkmfu01
Deonte Burton,burtode02
Gary Trent,trentga02
Aaron Holiday,holidaa01
Devonte' Graham,grahade01
Devin Robinson,robinde01
Moritz Wagner,wagnemo01
Chimezie Metu,metuch01
Khyri Thomas,thomakh01
Sviatoslav Mykhailiuk,mykhasv01
Robert Williams,williro04
Jaron Blossomgame,blossja01
Jevon Carter,carteje01
D.J. Wilson,wilsodj01
Shake Milton,miltosh01
Jonah Bolden,boldejo01
Chris Boucher,bouchch01
Theo Pinson,pinsoth01
Ryan Broekhoff,broekry01
Brad Wanamaker,wanambr01
Jerome Robinson,robinje01
Lonnie Walker,walkelo01
Emanuel Terry,terryem01
Mitch Creek,creekmi01
Kadeem Allen,allenka01
Edmond Sumner,sumneed01
Kenrich Williams,willike04
Julian Washburn,washbju01
Yuta Watanabe,watanyu01
Drew Eubanks,eubandr01
Deng Adel,adelde01
Jaylen Adams,adamsja01
Keita Bates-Diop,bateske01
Cameron Reynolds,reynoca01
Ray Spalding,spaldra01
Brandon Sampson,sampsbr01
Walt Lemon,lemonwa01
Rawle Alkins,alkinra01
Bonzie Colson,colsobo01
Jemerrio Jones,jonesje01
Zhaire Smith,smithzh01
Daryl Macon,maconda01
Billy Garrett,garrebi01
Jacob Evans,evansja02
PJ Dozier,doziepj01
Alize Johnson,johnsal02
Duncan Robinson,robindu01
Amile Jefferson,jeffeam01
Tony Bradley,bradlto01
Naz Mitrou-Long,mitrona01
Marcus Derrickson,derrima01
Anfernee Simons,simonan01
Nicolò Melli,mellini01
Terence Davis,daviste02
P.J. Washington,washipj01
Coby White,whiteco01
Rui Hachimura,hachiru01
Chris Chiozza,chiozch01
Isaac Bonga,bongais01
Kendrick Nunn,nunnke01
Tyler Herro,herroty01
Ja Morant,moranja01
Chris Silva,silvach01
Brandon Clarke,clarkbr01
Darius Garland,garlada01
Matisse Thybulle,thybuma01
RJ Barrett,barrerj01
De'Andre Hunter,huntede01
Eric Paschall,pascher01
Grant Williams,willigr01
Caleb Martin,martica02
Nickeil Alexander-Walker,alexani01
Darius Bazley,bazleda01
Wenyen Gabriel,gabriwe01
Jordan Poole,poolejo01
Bruno Fernando,fernabr01
Jaxson Hayes,hayesja02
Cam Reddish,reddica01
Kevin Porter,porteke02
Ky Bowman,bowmaky01
Cameron Johnson,johnsca02
Terance Mann,mannte01
Michael Porter,portemi01
Goga Bitadze,bitadgo01
Jarrett Culver,culveja01
Admiral Schofield,schofad01
Chris Clemons,clemoch01
Cody Martin,martico01
Carsen Edwards,edwarca01
Marko Guduric,gudurma01
Matt Thomas,thomama02
Nassir Little,littlna01
Nicolas Claxton,claxtni01
Džanan Musa,musadz01
Javonte Green,greenja02